"text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-xs 3","text-lg","text-2xs","whitespace-pre-wrap","whitespace-pre-wrap 2","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 3","text-xs 6","text-lg 2","text-2xs 3","text-2xs 4","relative src 2","whitespace-pre-wrap 3","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 5","text-xs 8","text-lg 3","text-2xs 5","whitespace-pre-wrap 4","whitespace-pre-wrap 5","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 6","text-xs 9","text-lg 4","text-2xs 7","whitespace-pre-wrap 6"
"","","","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-mortadella-olives-200g/p/1808908","Siniora Beef Olives Mortadella 200g","AED 53.95 per Kilo","10",".79","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/chicken/prime-chicken-frankfurters-400g/p/12155","Prime Chicken Frankfurters, 400g","AED 24.97 per Kilo","9",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/turkey/al-rawdah-turkey-strips-200g/p/1220629","Al Rawdah Turkey Strips, 200g","AED 78.95 per Kilo","15",".79","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/chicken/prime-smoked-chicken-breast-3x250g/p/1879305","Prime Smoked Chicken Breast Slices, 250g Pack of 3","AED 43.99 per Kilo","32",".99",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/beef/khazan-beef-franks-cocktail-250g-/p/12136","Khazan Beef Cocktail Sausages 250g","AED 59.16 per Kilo","14",".79","Only 2 left","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/senora-jum-beef-sausage-330g/p/1258913","Freshly Foods Senora Jumbo Beef Sausage, 330g","AED 70.58 per Kilo","23",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/chicken/al-rawdah-chicken-franks-250g/p/82573","Al Rawdah Plain Fresh Chicken Franks, 250g","AED 30.76 per Kilo","7",".69","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/siniora-basturma-egyptian-recipe/p/1787063","Siniora Basturma With Egyptian Recipe 200g","","23",".99",""
"","","","https://www.carrefouruae.com/mafuae/en/turkey/al-rawdah-turkey-breast-200g/p/1220627","Al Rawdah Smoked Turkey Breast, 200g","AED 76.45 per Kilo","15",".29","Tod. 12:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/smoked-roasted-beef/eurogourmet-smoked-beef-pastrami/p/2245135","https://cdn.mafrservices.com/pim-content/UAE/media/product/2245135/1756209004/2245135_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/sin-sm-tur-brst-slice-economy-500g/p/1808915","Siniora Smoked Turkey Breast Slice Economy Pack, 500g","AED 51.98 per Kilo","25",".99","Tod. 12:00 PM","Only 3 left","https://www.carrefouruae.com/mafuae/en/beef/senora-smoked-beef-bacon-220g/p/1552338","https://cdn.mafrservices.com/pim-content/UAE/media/product/1552338/1760076605/1552338_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/smoked-roasted-beef/eurogourmet-smoked-beef-pastrami/p/2245135","Euro Gourmet  Smoked Beef Pastrami","250g - Approx 4 pieces/KG","31",".25","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/dry-meat/beef-cabanossi-80g/p/2260412","https://cdn.mafrservices.com/pim-content/UAE/media/product/2260412/1759383004/2260412_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dry-meat/beef-cabanossi-80g/p/2260412","Lekker Beef Cabanossi 80g","AED 64.95 per Kilo","22",".49","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/turkey/sin-sm-tur-brst-slice-economy-500g/p/1808915","https://cdn.mafrservices.com/pim-content/UAE/media/product/1808915/1764663005/1808915_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/senora-smoked-beef-bacon-220g/p/1552338","Freshly Foods Senora Gourmet Smoked Beef Bacon, 220g","","14",".29",""
"BESTSELLER","https://www.carrefouruae.com/mafuae/en/beef/zester-beef-mortadella/p/2241489","https://cdn.mafrservices.com/pim-content/UAE/media/product/2241489/1747303203/2241489_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/atlantic-smoked-salmon-100g/p/1151581","Fsh. Atlantic Smoked Salmon, 100g","AED 224.90 per Kilo","22",".49","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/zester-chicken-mortadella/p/2241666","https://cdn.mafrservices.com/pim-content/UAE/media/product/2241666/1747717651/2241666_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/crf-mortad-roll-beef-plain-500g/p/1450350","Carrefour Plain Beef Mortadella Roll, 500g","AED 31.98 per Kilo","15",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Only 3 left","https://www.carrefouruae.com/mafuae/en/beef/crf-mortad-roll-beef-plain-500g/p/1450350","https://cdn.mafrservices.com/pim-content/UAE/media/product/1450350/1752202803/1450350_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/zester-beef-mortadella/p/2241489","Zester Beef Mortadella","250g - Approx 4 pieces/KG","6",".25","Tod. 12:00 PM","Only 3 left","https://www.carrefouruae.com/mafuae/en/sea-foods/atlantic-smoked-salmon-100g/p/1151581","https://cdn.mafrservices.com/sys-master-root/haa/hba/12659214942238/1151581_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/zester-chicken-mortadella/p/2241666","Zester Chicken Mortadella","250g - Approx 4 pieces/KG","10",".12","Tod. 12:00 PM"
"BESTSELLER","https://www.carrefouruae.com/mafuae/en/sea-foods/salmontini-light-smoked-salmon-180g/p/1540156","https://cdn.mafrservices.com/sys-master-root/hd6/hd5/13721142591518/1540156_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/salmontini-smok-norway-salmon-100g/p/1298743","Le Fumoir Norwegian Smoked Salmon Fish, 100g","AED 262.90 per Kilo","26",".29","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-c-atlantic-smkd-salmon-100g/p/12390","https://cdn.mafrservices.com/pim-content/UAE/media/product/12390/1753772403/12390_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/siniora-chicken-breakfast-sausage/p/1787064","Siniora Plain Chicken Breakfast Sausage, 300g","AED 204.90 per Kilo","15",".79","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/siniora-chicken-breakfast-sausage/p/1787064","https://cdn.mafrservices.com/sys-master-root/hc5/hf6/61776671080478/1787064_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-c-atlantic-smkd-salmon-100g/p/12390","Caviar Classic Atlantic Smoked Salmon 100g","AED 173.83 per Kilo","20",".49","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/sea-foods/salmontini-smok-norway-salmon-100g/p/1298743","https://cdn.mafrservices.com/pim-content/UAE/media/product/1298743/1749283203/1298743_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/salmontini-light-smoked-salmon-180g/p/1540156","Salmontini Light Smoked Salmon 180g","","31",".29",""
"","https://www.carrefouruae.com/mafuae/en/turkey/prime-smoked-turkey-breast-250g/p/12208","https://cdn.mafrservices.com/pim-content/UAE/media/product/12208/1765260604/12208_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/siniora-smoked-turkey-breast-200g/p/1787060","Siniora Smoked Turkey Breast, 200g","AED 116.45 per Kilo","23",".29","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/turkey/senora-smoked-turkey-200g/p/1552340","https://cdn.mafrservices.com/pim-content/UAE/media/product/1552340/1760076605/1552340_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/prime-smoked-turkey-breast-lf-500g/p/1185354","Prime Low Fat Smoked Turkey Breast, 500g","AED 85.98 per Kilo","42",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/turkey/prime-smoked-turkey-breast-lf-500g/p/1185354","https://cdn.mafrservices.com/pim-content/UAE/media/product/1185354/1765260604/1185354_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/senora-smoked-turkey-200g/p/1552340","Freshly Foods Senora Gourmet Smoked Turkey, 200g","AED 83.95 per Kilo","16",".79","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/turkey/siniora-smoked-turkey-breast-200g/p/1787060","https://cdn.mafrservices.com/sys-master-root/h65/h67/61788753264670/1787060_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/prime-smoked-turkey-breast-250g/p/12208","Prime Plain Smoked Turkey Breast, 250g","AED 89.96 per Kilo","22",".49",""
"","https://www.carrefouruae.com/mafuae/en/chicken/prime-chicken-breast-250g/p/308375","https://cdn.mafrservices.com/pim-content/UAE/media/product/308375/1765260604/308375_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/prime-beef-pepperoni-slice-500g/p/1878666","Prime Beef Pepperoni Slices, 500g","AED 53.58 per Kilo","26",".79","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/namet-heat-treated-coil-soujouk225g/p/1453173","https://cdn.mafrservices.com/pim-content/UAE/media/product/1453173/1756703404/1453173_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-sausage-500g/p/1808914","Siniora Plain Beef Sausage 500g","AED 39.98 per Kilo","19",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-sausage-500g/p/1808914","https://cdn.mafrservices.com/sys-master-root/h4f/h63/61788753100830/1808914_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/namet-heat-treated-coil-soujouk225g/p/1453173","Namet Beef Soujouk, 225g","AED 166.62 per Kilo","37",".49","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/beef/prime-beef-pepperoni-slice-500g/p/1878666","https://cdn.mafrservices.com/pim-content/UAE/media/product/1878666/1765260604/1878666_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/prime-chicken-breast-250g/p/308375","Prime Smoked Chicken Breast Slices, 250g","AED 71.16 per Kilo","17",".79",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/beef/rigamonti-bresaola-vaschetta-70g/p/1169318","https://cdn.mafrservices.com/sys-master-root/hf8/h21/13477493571614/1169318_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-clasic-land-smoked-salmon80g/p/1839696","Caviar Classic Land Smoked Salmon, 80g","AED 206.12 per Kilo","16",".49","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/turkey/namet-smoked-turkey-breast-60g/p/1453179","https://cdn.mafrservices.com/pim-content/UAE/media/product/1453179/1756703404/1453179_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/rigamonti-bresaola-vaschetta-70g/p/1169318","Rigamonti Bresaola Vaschetta 70g","AED 639.86 per Kilo","44",".79","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/senora-chicken-cheese-sausage-240g/p/1258914","https://cdn.mafrservices.com/pim-content/UAE/media/product/1258914/1760076605/1258914_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/senora-chicken-cheese-sausage-240g/p/1258914","Freshly Foods Senora Chicken and Cheese Sausage, 240g","AED 44.96 per Kilo","10",".79","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-clasic-land-smoked-salmon80g/p/1839696","https://cdn.mafrservices.com/pim-content/UAE/media/product/1839696/1753772403/1839696_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/namet-smoked-turkey-breast-60g/p/1453179","Namet Smoked Turkey Breast, 60g","AED 221.50 per Kilo","13",".29",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-c-salmon-trout-caviar-100g/p/93111","https://cdn.mafrservices.com/pim-content/UAE/media/product/93111/1753772403/93111_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/salmontini-scottish-smoked-salmon-1/p/1092675","Le Fumoir Scottish Smoked Salmon Fish, 100g","AED 116.45 per Kilo","51",".79","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/prime-beef-salami-smoked-250g/p/12071","https://cdn.mafrservices.com/pim-content/UAE/media/product/12071/1765260604/12071_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-pepperoni-200g/p/1808912","Siniora Beef Pepperoni 200g","AED 49.96 per Kilo","23",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-pepperoni-200g/p/1808912","https://cdn.mafrservices.com/sys-master-root/hc8/h86/61776672227358/1808912_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/prime-beef-salami-smoked-250g/p/12071","Prime Smoked Beef Salami Slices, 250g","AED 687.90 per Kilo","12",".49","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/sea-foods/salmontini-scottish-smoked-salmon-1/p/1092675","https://cdn.mafrservices.com/pim-content/UAE/media/product/1092675/1749283203/1092675_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-c-salmon-trout-caviar-100g/p/93111","Salmon Trout Caviar 100g","","68",".79",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/beef/rigamonti-carpaccio-di-manzo-90g/p/1169319","https://cdn.mafrservices.com/sys-master-root/h6a/hd1/12659221790750/1169319_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/senora-jumbo-spicy-chkn-240g/p/1258916","Freshly Foods Senora Jumbo Spicy Chicken Sausage, 240g","AED 44.96 per Kilo","10",".79","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/dry-meat/siniora-basturma-lebanese/p/1582173","https://cdn.mafrservices.com/sys-master-root/h5c/h40/14623056494622/1582173_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/rigamonti-carpaccio-di-manzo-90g/p/1169319","Rigamonti Carpaccio Di Bresaola 90g","AED 366.56 per Kilo","32",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/herbs-pulses/peanut-salted-dc/p/2297114","https://cdn.mafrservices.com/pim-content/UAE/media/product/2297114/1778731301/2297114_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/herbs-pulses/peanut-salted-dc/p/2297114","Peanut Salted","1KG - Pack size 1 Kg","16",".99","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/chicken/senora-jumbo-spicy-chkn-240g/p/1258916","https://cdn.mafrservices.com/pim-content/UAE/media/product/1258916/1760076605/1258916_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dry-meat/siniora-basturma-lebanese/p/1582173","Siniora Lebanese-Style Basturma","250g - Approx 15 pieces/KG","24",".32",""
"","https://www.carrefouruae.com/mafuae/en/pickles/cornichon-pickles/p/2242903","https://cdn.mafrservices.com/pim-content/UAE/media/product/2242903/1754564403/2242903_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pickles/cornichon-pickles/p/2242903","Cornichon Pickles","250g - Approx 4 pieces/KG","5",".12","Only 1 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/sea-foods/salmontini-organic-salmon-100g/p/1358943","https://cdn.mafrservices.com/pim-content/UAE/media/product/1358943/1749283203/1358943_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/sin-smkd-turky-bf-strips-200g/p/2265003","Siniora Signature Smoked Turkey Breakfast Strips, 200g","AED 83.95 per Kilo","16",".79","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/khazan-beef-peperoni-slice-20x150g/p/12086","https://cdn.mafrservices.com/sys-master-root/ha8/h2e/50869370388510/12086_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/khazan-beef-peperoni-slice-20x150g/p/12086","Khazan Beef Pepperoni 150g","AED 63.16 per Kilo","15",".79","Tod. 12:00 PM","Only 3 left","https://www.carrefouruae.com/mafuae/en/beef/sin-smkd-turky-bf-strips-200g/p/2265003","https://cdn.mafrservices.com/pim-content/UAE/media/product/2265003/1763359203/2265003_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/salmontini-organic-salmon-100g/p/1358943","Le Fumoir Organic Smoked Salmon Fish, 100g","AED 489.90 per Kilo","48",".99","Tod. 12:00 PM"
"","https://www.carrefouruae.com/mafuae/en/turkey/prime-smoked-turkey-brst-plain-500g/p/1185353","https://cdn.mafrservices.com/pim-content/UAE/media/product/1185353/1765260604/1185353_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/prime-smoked-turkey-breast-500g/p/1878664","Prime Plain Smoked Turkey Breast, 500g","AED 85.98 per Kilo","42",".99","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/senora-beef-sausage-240g/p/1258912","https://cdn.mafrservices.com/pim-content/UAE/media/product/1258912/1760076605/1258912_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-mortadella-plain-200g/p/1787061","Siniora Plain Beef Mortadella 200g","AED 53.95 per Kilo","10",".79","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-mortadella-plain-200g/p/1787061","https://cdn.mafrservices.com/sys-master-root/h54/h64/61788753199134/1787061_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/senora-beef-sausage-240g/p/1258912","Freshly Foods Senora Beef Sausage, 240g","AED 70.79 per Kilo","16",".99","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/turkey/prime-smoked-turkey-breast-500g/p/1878664","https://cdn.mafrservices.com/pim-content/UAE/media/product/1878664/1765260604/1878664_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/prime-smoked-turkey-brst-plain-500g/p/1185353","Prime Plain Smoked Turkey Breast, 500g","AED 88.58 per Kilo","44",".29",""
"","https://www.carrefouruae.com/mafuae/en/chicken/prime-smoked-chicken-breast-3x250g/p/1879305","https://cdn.mafrservices.com/pim-content/UAE/media/product/1879305/1765260604/1879305_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-mortadella-olives-200g/p/1808908","Siniora Beef Olives Mortadella 200g","AED 53.95 per Kilo","10",".79","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/turkey/al-rawdah-turkey-strips-200g/p/1220629","https://cdn.mafrservices.com/pim-content/UAE/media/product/1220629/1752202803/1220629_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/prime-chicken-frankfurters-400g/p/12155","Prime Chicken Frankfurters, 400g","AED 24.97 per Kilo","9",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/prime-chicken-frankfurters-400g/p/12155","https://cdn.mafrservices.com/pim-content/UAE/media/product/12155/1765260604/12155_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/al-rawdah-turkey-strips-200g/p/1220629","Al Rawdah Turkey Strips, 200g","AED 78.95 per Kilo","15",".79","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-mortadella-olives-200g/p/1808908","https://cdn.mafrservices.com/sys-master-root/h09/h83/61776672358430/1808908_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/prime-smoked-chicken-breast-3x250g/p/1879305","Prime Smoked Chicken Breast Slices, 250g Pack of 3","AED 43.99 per Kilo","32",".99",""
