"text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-lg","text-2xs","whitespace-pre-wrap","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 3","text-xs 3","text-lg 2","text-2xs 3","whitespace-pre-wrap 2","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 4","text-lg 3","text-2xs 5","whitespace-pre-wrap 3","whitespace-pre-wrap 4","text-xs 4","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 5","text-lg 4","text-2xs 7","whitespace-pre-wrap 5","inline-flex src","text-xs 6","text-xs 7","text-xs 8","inline-flex src 2"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/full-fat-yogurt/al-ain-yog-plain-ff-2kg/p/384948","https://cdn.mafrservices.com/sys-master-root/he9/h3e/32565264318494/384948_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/full-fat-yogurt/al-ain-yog-plain-ff-2kg/p/384948","Al Ain Full Cream Fresh Yoghurt 2kg","14",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/cooking-cream/almarai-cooking-cream-1l/p/1191048","https://cdn.mafrservices.com/pim-content/UAE/media/product/1191048/1753596603/1191048_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-laban/safa-laban-up-bot-200ml/p/11349","Safa Laban Up The Original Laban Drink Bottle, 200ml","AED 7.15 per Kilo","1",".19","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/flavored-laban/safa-laban-up-bot-200ml/p/11349","https://cdn.mafrservices.com/pim-content/UAE/media/product/11349/1748602804/11349_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/galbani-mascarpone-250gr/p/11811","Galbani Mascarpone, 250g","25",".79","Only 2 left","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/galbani-mascarpone-250gr/p/11811","https://cdn.mafrservices.com/pim-content/UAE/media/product/11811/1751043604/11811_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/cooking-cream/almarai-cooking-cream-1l/p/1191048","Almarai Chef's Choice UHT Full Fat Cooking Cream, 1L","25",".99","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 5.95 per Liter","AED 103.16 per Kilo","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/white-eggs/jenan-jumbo-eggs-x6/p/1138064","https://cdn.mafrservices.com/pim-content/UAE/media/product/1138064/1746097805/1138064_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/white-eggs/jenan-jumbo-eggs-x6/p/1138064","Jenan Jumbo Eggs 6 PCS","6",".89","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/activia-yogurt-mango-120g/p/936282","https://cdn.mafrservices.com/pim-content/UAE/media/product/936282/1752670804/936282_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/low-fat-yogurt/al-ain-yog-plain-lf-170g/p/502965","Al Ain Farms Low Fat Fresh Yoghurt, 170g","AED 8.18 per Kilo","1",".39","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/low-fat-yogurt/al-ain-yog-plain-lf-170g/p/502965","https://cdn.mafrservices.com/sys-master-root/hc8/h6e/32565267955742/502965_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/almarai-jar-cheese-blue-500gx2/p/1168941","Almarai Processed Cream Cheese, 500g Pack of 2","32",".29","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/almarai-jar-cheese-blue-500gx2/p/1168941","https://cdn.mafrservices.com/pim-content/UAE/media/product/1168941/1767679800/1168941_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/activia-yogurt-mango-120g/p/936282","Activia Stirred Yogurt, Dairy Snack, with Probiotics Full Fat Mango, 120g","2",".49","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 20.75 per Kilo","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/al-marai-yogurt-black-cherry140g/p/1201924","https://cdn.mafrservices.com/pim-content/UAE/media/product/1201924/1756703404/1201924_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/al-marai-yogurt-black-cherry140g/p/1201924","Almarai Black Cherry Flavoured Layered Fruit Yoghurt, 140g","1",".89","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/zott-cheese-snack-original-4x21-g/p/1412065","https://cdn.mafrservices.com/sys-master-root/h43/h02/16866976399390/1412065_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/zott-cheese-snack-original-4x21-g/p/1412065","Zott Cheese Tiger Snack Cheese Stick 21g Pack of 4","AED 13.50 per Kilo","17",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/others-sliced-cheese/frico-goat-cheese-mild-slice-150gr/p/838120","https://cdn.mafrservices.com/pim-content/UAE/media/product/838120/1757218204/838120_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/others-sliced-cheese/frico-goat-cheese-mild-slice-150gr/p/838120","Frico Chevrette Mild Goat Cheese Slice, 150g","18",".29","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/boursin-garlic-herbs-150gr/p/11766","https://cdn.mafrservices.com/pim-content/UAE/media/product/11766/1724829004/11766_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/boursin-garlic-herbs-150gr/p/11766","Boursin Full Fat Soft Cheese with Garlic and Herbs, 150g","29",".29","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 211.79 per Kilo","AED 121.93 per Kilo","AED 195.27 per Kilo",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/sport-and-energy-yogurt/yopro-prot-yogh-150gr-plain/p/2259714","https://cdn.mafrservices.com/pim-content/UAE/media/product/2259714/1759323607/2259714_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sport-and-energy-yogurt/yopro-prot-yogh-150gr-plain/p/2259714","YoPro Protein Yogurt, Triple Zero Plain High Protein Yogurt, Fat Free Milk, 150g","6",".39","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/uht-milk-skimmed/lacnor-uht-milk-skimmed-1lx4/p/273103","https://cdn.mafrservices.com/pim-content/UAE/media/product/273103/1758859804/273103_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/balade-greek-yoghurt-conut-pin180g/p/1784830","Balade Greek Style Pineapple and Coconut Yogurt, 180g","AED 42.60 per Kilo","6",".59","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/balade-greek-yoghurt-conut-pin180g/p/1784830","https://cdn.mafrservices.com/pim-content/UAE/media/product/1784830/1748923803/1784830_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/puck-jar-cheese-cream-500g/p/11705","Puck Cream Cheese Spread Jar, 500g","20",".79","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/puck-jar-cheese-cream-500g/p/11705","https://cdn.mafrservices.com/sys-master-root/hb1/h60/34557604233246/11705_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/uht-milk-skimmed/lacnor-uht-milk-skimmed-1lx4/p/273103","Lacnor Essentials UHT Skimmed Milk, 1L Pack of 4","17",".49","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 36.61 per Kilo","AED 41.58 per Kilo","AED 4.37 per Liter",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/whipping-cream/almarai-whipping-cream-1l/p/1191049","https://cdn.mafrservices.com/pim-content/UAE/media/product/1191049/1753596603/1191049_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pasta-gnocchi-sauces/rana-tort-ricotta-spinach-250g/p/514774","Rana Ravioli Ricotta & Spinach 250g","29",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/pasta-gnocchi-sauces/rana-tort-ricotta-spinach-250g/p/514774","https://cdn.mafrservices.com/sys-master-root/h70/h39/46287011086366/514774_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whipping-cream/almarai-whipping-cream-1l/p/1191049","Almarai Chef's Choice Full Fat Whipping Cream, 1L","AED 117.16 per Kilo","25",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/puff-pastry-dough-pizza-bases/g-loaf-pizza-base-mini-225g/p/12233","https://cdn.mafrservices.com/pim-content/UAE/media/product/12233/1766124600/12233_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/puff-pastry-dough-pizza-bases/g-loaf-pizza-base-mini-225g/p/12233","Golden Loaf Mini Pizza Base, 225g","7",".89","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/holland-cheese/rosenborg-blue-cheese-cow-milk-100g/p/600462","https://cdn.mafrservices.com/sys-master-root/hf9/hf8/12659963592734/600462_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/holland-cheese/rosenborg-blue-cheese-cow-milk-100g/p/600462","Castello Danablu Danish Specialty Cheese, 100g","7",".39","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 35.07 per Kilo","AED 73.90 per Kilo","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/greek-yght-blueberry-150gm-2-1-free/p/2169839","https://cdn.mafrservices.com/pim-content/UAE/media/product/2169839/1772905800/2169839_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/greek-yght-blueberry-150gm-2-1-free/p/2169839","Marmum Fresh Greek Yogurt, Blueberry, 150g, Pack of 3","10",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/edam-slices/frico-sliced-edam-cheese-150g/p/459494","https://cdn.mafrservices.com/pim-content/UAE/media/product/459494/1757218204/459494_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/zott-zottarella-ball-light-125g/p/1185405","Zott Zottarella Light Mozzarella Cheese 125g","AED 131.92 per Kilo","16",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/zott-zottarella-ball-light-125g/p/1185405","https://cdn.mafrservices.com/sys-master-root/h24/h63/12659225100318/1185405_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/almarai-halloumi-full-fat-200g/p/2135026","Almarai Full Fat Halloumi Cheese, 200g","15",".29","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/almarai-halloumi-full-fat-200g/p/2135026","https://cdn.mafrservices.com/pim-content/UAE/media/product/2135026/1767643200/2135026_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/edam-slices/frico-sliced-edam-cheese-150g/p/459494","Frico Rich Sliced Edam Cheese, 150g","12",".79","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 76.45 per Kilo","AED 85.27 per Kilo","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kraft-gold-jar-480gx2/p/1656701","https://cdn.mafrservices.com/sys-master-root/h95/h6b/14047020384286/1656701_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kraft-gold-jar-480gx2/p/1656701","Kraft Cheddar Cheese Spread, 480g Pack of 2","28",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/flavored-laban/almarai-flavoured-laban-mango-340ml/p/1277411","https://cdn.mafrservices.com/pim-content/UAE/media/product/1277411/1756703404/1277411_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/almarai-slices-sandwich-400g/p/1944237","Almarai Full Fat Sandwich Cheese Slices, 400g","AED 30.20 per Kilo","13",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/almarai-slices-sandwich-400g/p/1944237","https://cdn.mafrservices.com/pim-content/UAE/media/product/1944237/1768284600/1944237_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/italian-cheese/zanetti-parmigiano-regiano-100g/p/1114490","Zanetti Parmigiano Reggiano 100g","20",".29","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/italian-cheese/zanetti-parmigiano-regiano-100g/p/1114490","https://cdn.mafrservices.com/pim-content/UAE/media/product/1114490/1740383976/1114490_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-laban/almarai-flavoured-laban-mango-340ml/p/1277411","Almarai Mango Flavoured Laban, 340ml","3",".19","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 34.98 per Kilo","AED 202.90 per Kilo","AED 9.38 per Liter",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/labneh/balade-lactofree-labneh-400g/p/1709263","https://cdn.mafrservices.com/pim-content/UAE/media/product/1709263/1748923803/1709263_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/labneh/balade-lactofree-labneh-400g/p/1709263","Balade Lacto Free Labneh, 400g","14",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/feta-white-cheese/kolios-feta-cheese-p-d-o-200g/p/1273605","https://cdn.mafrservices.com/sys-master-root/hd8/hb8/8953358581790/1273605_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/nada-greek-yoghurt-blueberry-160g/p/1548682","Nada Blueberry Greek Yoghurt 160g","AED 35.72 per Kilo","6",".19","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/nada-greek-yoghurt-blueberry-160g/p/1548682","https://cdn.mafrservices.com/sys-master-root/h3f/h6b/63391970426910/1548682_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/shredded-grated-cheese/the-three-cows-cheese-pizza-500g/p/103269","The Three Cows Mozzarella Shredded Cheese, 500g","23",".49","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/shredded-grated-cheese/the-three-cows-cheese-pizza-500g/p/103269","https://cdn.mafrservices.com/sys-master-root/hda/h7b/17413044994078/103269_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/feta-white-cheese/kolios-feta-cheese-p-d-o-200g/p/1273605","Kolios Original Greek Feta Cheese 200g","18",".99","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 38.69 per Kilo","AED 46.98 per Kilo","AED 94.95 per Kilo",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/fresh-cream/safa-fresh-cream-225gr/p/67201","Safa Fresh Cream, 225g","4",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/gouda-slices/frico-sliced-gouda-red-hot-150g/p/620818","Frico Red Hot Sliced Gouda Cheese, 150g","AED 22.18 per Kilo","12",".49","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/others-sliced-cheese/croxton-manor-mature-slices-20gx10/p/1818741","Croxton Manor Mature Cheddar Cheese Slices, 200g","11",".79","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/cream-desserts/almarai-custard-chocolate-85gx6/p/2262058","Almarai Chocolate Custard, 85g Pack of 6","8",".49","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 83.27 per Kilo","AED 58.95 per Kilo","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/low-fat-milk/al-ain-milk-lf-1l/p/70088","Al Ain Farms Low Fat Fresh Milk, 1L","6",".89","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/flavored-milk/al-rawabi-fresh-milk-straw-200ml/p/89722","Al Rawabi Strawberry Milk, 200ml","AED 9.95 per Liter","1",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/cooking-cream/almarai-cooking-cream-250ml/p/1191047","Almarai Chef's Choice UHT Full Fat Cooking Cream, 250ml","9",".69","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/almarai-strawberry-yoghurt-140gx6/p/2262059","Almarai Strawberry Yoghurt, 140g Pack of 6","10",".99","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 38.76 per Liter","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/whipping-cream/puck-whipping-cream-200ml/p/278163","Puck Whipping Cream, 200ml","8",".49","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/labneh/barada-classic-hummus-280g/p/1837258","Barada Classic Original Hummus, 280g","AED 42.45 per Liter","12",".79","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/flavored-laban/safa-laban-up-p-1l/p/11348","Safa Laban Up Safa Laban Up The Original Laban Drink, 1L","3",".99","Tom. 10:00 AM","Tom. 10:00 AM","BESTSELLER","","","https://www.carrefouruae.com/mafuae/en/frozen-unsalted-butter/kerry-gold-butter-unsalted-400g/p/1388327","Kerrygold Pure Irish Unsalted Butter, 400g","28",".99","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 45.68 per Kilo","AED 72.48 per Kilo","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/low-fat-yogurt/balade-stirred-yogurt-low-fat-1kg/p/1364515","Balade Stirred Low Fat Yogurt, 1kg","8",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/puck-trianglex10x4-120g/p/1215727","Puck Triangles Cheese 40 Portions,120g Pack of 5","AED 30.19 per Kilo","14",".49","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/uht-milk-full-fat/al-ain-uht-milk-full-fat-1l/p/184633","Al Ain Long Life Full Cream Milk 1L","5",".19","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/flavored-milk/al-rawabi-fresh-milk-choc-200ml/p/639118","Al Rawabi Fresh Chocolate Milk, 200ml","1",".99","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 9.95 per Liter","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/cooking-cream/puck-light-cooking-cream-200m/p/1267442","Puck Low Fat Cooking Cream, 200ml","8",".49","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/probiotic-yoghurt/activia-kefir-dairy-drink-280ml/p/2234082","Activia Kefir Dairy Drink, 280ml","AED 42.45 per Liter","6",".19","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/balade-greek-yogurt-stw-0-fat-450g/p/1252879","Balade Greek Style Strawberry Yogurt, 450g","14",".49","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/local-cheese/roumi-cheese-di-/p/2253953","Roumi Cheese Import","9",".00","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 22.11 per Liter","AED 32.20 per Kilo","200g - Approx 5 pieces/KG","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/labneh/almarai-premium-labneh-180ml/p/1567334","Almarai Full Fat Creamy Labnah, 180ml","8",".49","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/table-margarine/flora-margarine-buttery-taste-500g/p/1648951","Flora Buttery Taste Margarine, 500g","AED 47.17 per Liter","16",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kraft-ccs-orginal-480g/p/1498257","Kraft Cheddar Cheese Spread Jar, 480g","20",".99","Tom. 10:00 AM","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/shredded-grated-cheese/president-mozza-ched-schred-200g/p/825556","President Mozzarella and Cheddar Cheese, 200g","17",".49","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 33.98 per Kilo","AED 43.73 per Kilo","AED 87.45 per Kilo",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/soft-cheese-cottage/svalia-cottage-cheese-9-250g/p/1145443","Svalia Cottage Cheese 9% 250g","22",".79","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/almond-milk/alpro-almond-milk-1l/p/1184918","Alpro Roasted Almond Drink, 1L","AED 91.16 per Kilo","21",".29","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/puff-pastry-dough-pizza-bases/g-loaf-pizza-base-large-850g/p/12231","Golden Loaf Large Pizza Base, 850g","13",".79","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/drinking-kefir/balade-ayran-laban-with-mint-225m/p/1252872","Balade Ayran with Mint, 225ml","1",".59","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 16.22 per Kilo","AED 7.07 per Liter","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/almond-milk/alpro-almond-vanilla-1l/p/1535854","Alpro Almond Vanilla Drink, 1L","21",".29","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/al-rawabi-yo-cherry-yog-130g/p/307273","Al Rawabi Yo Cherry Yoghurt, 130g","AED 14.54 per Kilo","1",".89","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/nada-greek-yoghurt-m-p-0-fat-160g/p/2214050","Nada Mango Peach 0% Fat Greek Yogurt, 160g","7",".19","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/shredded-grated-cheese/maria-s-parmessan-powder-150g/p/798343","Maria's Parmesan Powder, 150g","27",".79","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 44.94 per Kilo","AED 185.27 per Kilo","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
